ProviderNumber,HospitalName,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Stateavg
150056,CLARIAN HEALTH PARTNERS INC D/B/A METHODIST IU RIL,INDIANAPOLIS,IN,46206.0,MARION,3179625900.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),IN_SCIP-INF-3
50580,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,90623.0,ORANGE,7146707400.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,CA_SCIP-VTE-2
150056,CLARIAN HEALTH PARTNERS INC D/B/A METHODIST IU RIL,INDIANAPOLIS,IN,46206.0,MARION,3179625900.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,IN_PN-4
241300,MAHNOMEN HEALTH CENTER,MAHNOMEN,MN,56557.0,MAHNOMEN,2189352511.0,Critical Access Hospitals,Government - Local,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),MN_SCIP-INF-3
161374,MYRTUE MEDICAL CENTER,HARLAN,IA,51537.0,SHELBY,7127555161.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,IA_AMI-2
250010,TIPPAH COUNTY HOSPITAL,RIPLEY,MS,38663.0,TIPPAH,6628379221.0,Acute Care Hospitals,Government - Local,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),MS_PN-6
180036,OUR LADY OF BELLEFONTE HOSPITAL,ASHLAND,KY,41101.0,GREENUP,6068333600.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,KY_PN-3B
100228,WESTSIDE REGIONAL MEDICAL CENTER,PLANTATION,FL,33324.0,BROWARD,9544736600.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,FL_PN-4
181331,MCDOWELL ARH HOSPITAL,MC DOWELL,KY,41647.0,FLOYD,6063773400.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,KY_SCIP-INF-2
140080,RHC ST FRANCIS HOSPITAL,EVANSTON,IL,60202.0,COOK,8473164000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,IL_SCIP-CARD-2
30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,85251.0,MARICOPA,4808824000.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AZ_PN-3B
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,71701.0,OUACHITA,8708361000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AR_AMI-7A
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,BALTIMORE,MD,21201.0,KETCHIKAN GATEWAY,4106057016.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,MD_AMI-4
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,31419.0,CHATHAM,9128194100.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,GA_SCIP-VTE-2
30078,SELLS INDIAN HEALTH SERVICE HOSPITAL,SELLS,AZ,85634.0,PIMA,5203837200.0,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AZ_PN-6
30001,MARYVALE HOSPITAL,PHOENIX,AZ,85031.0,MARICOPA,6238485000.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AZ_PN-7
100018,NAPLES COMMUNITY HOSPITAL,NAPLES,FL,34102.0,COLLIER,2394365000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,FL_PN-2
230085,SOUTH HAVEN COMMUNITY HOSPITAL,SOUTH HAVEN,MI,49090.0,VAN BUREN,2696375271.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,MI_HF-2
180124,GREENVIEW REGIONAL HOSPITAL,BOWLING GREEN,KY,42104.0,WARREN,2707931000.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,KY_PN-5C
70029,BRISTOL HOSPITAL,BRISTOL,CT,6010.0,HARTFORD,8605853000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,CT_PN-2
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,PRESCOTT,AZ,86313.0,YAVAPAI,9284454860.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AZ_AMI-8A
60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,80538.0,LARIMER,9706242500.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,CO_AMI-7A
161359,BURGESS HEALTH CENTER,ONAWA,IA,51040.0,MONONA,7124232311.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,IA_SCIP-INF-1
201304,MOUNT DESERT ISLAND HOSPITAL,BAR HARBOR,ME,4609.0,HANCOCK,2072885081.0,Critical Access Hospitals,Government - Local,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,ME_HF-1
140147,RICHLAND MEMORIAL HOSPITAL,OLNEY,IL,62450.0,RICHLAND,6183952131.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),IL_SCIP-INF-6
160124,LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,51360.0,DICKINSON,7123361230.0,Acute Care Hospitals,Government - Local,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,IA_HF-4
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,95065.0,SANTA CRUZ,8314772200.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,CA_AMI-8A
171321,MEADE DISTRICT HOSPITAL,MEADE,KS,67864.0,MEADE,6208735500.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,KS_AMI-2
260200,SSM ST JOSEPH HOSPITAL WEST,LAKE SAINT LOUIS,MO,95437.0,SAINT CHARLES,6366255200.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),MO_SCIP-INF-6
150153,ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,IN,46290.0,HAMILTON,3175835000.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,IN_AMI-8A
140001,GRAHAM HOSPITAL ASSOCIATION,CANTON,IL,61520.0,FULTON,3096475240.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,IL_AMI-4
50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,BALDWIN PARK,CA,91706.0,LOS ANGELES,6268511011.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,CA_SCIP-INF-1
50747,COASTAL COMMUNITIES HOSPITAL,SANTA ANA,CA,92704.0,ORANGE,7147545454.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,CA_PN-7
160045,ST LUKES HOSPITAL,CEDAR RAPIDS,IA,52402.0,LINN,3193697211.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),IA_SCIP-INF-3
161377,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,52544.0,APPANOOSE,6414374111.0,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,PN-3B,Heart Failure Patients Given Discharge Instructions,IA_HF-1
271300,POPLAR COMMUNITY HOSPITAL,POPLAR,MT,59255.0,ROOSEVELT,4067686100.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,MT_HF-2
41323,ASHLEY COUNTY MEDICAL CENTER,CROSSETT,AR,71635.0,ASHLEY,8703644111.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,SCIP-INF-4,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AR_HF-3
250025,GILMORE MEMORIAL HOSPITAL,AMORY,MS,38821.0,MONROE,6622567111.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,MS_SCIP-INF-2
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,60637.0,COOK,7737021000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,IL_PN-7
80006,AUGUSTA VA MEDICAL CENTER,SEAFORD,DE,19973.0,SUSSEX,3026296611.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,DE_PN-7
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,CA_HF-4
281300,HARLAN COUNTY HEALTH SYSTEM,ALMA,NE,68920.0,HARLAN,3089282151.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,NE_SCIP-CARD-2
30071,FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,AZ,86504.0,APACHE,9287298000.0,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AZ_AMI-3
50588,SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,CA,91773.0,LOS ANGELES,9095996811.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,CA_PN-4
140158,MERCY HOSPITAL AND MEDICAL CENTER,CHICAGO,IL,60616.0,COOK,3125672000.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,IL_PN-4
150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,NEW ALBANY,IN,47150.0,FLOYD,8129495500.0,Acute Care Hospitals,Government - Local,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),IN_AMI-3
190164,BYRD REGIONAL HOSPITAL,LEESVILLE,LA,71446.0,VERNON,3372395113.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,LA_HF-1
50471,GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,90017.0,LOS ANGELES,2139772121.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,CA_HF-2
261335,ST FRANCIS HOSPITAL,MOUNTAIN VIEW,MO,65548.0,HOWELL,4179347000.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,MO_PN-5C
230212,SAINT JOSEPH MERCY SALINE HOSPITAL,SALINE,MI,48176.0,WASHTENAW,7344291500.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,MI_PN-5C
250042,ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,60048.0,LAKE,8479905200.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,IL_AMI-4
190146,EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,LA,70006.0,JEFFERSON,5044544000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,LA_SCIP-INF-4
180029,HAZARD ARH REGIONAL MEDICAL CENTER,HAZARD,KY,41701.0,PERRY,6064396600.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,KY_PN-4
50581,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,90712.0,LOS ANGELES,5626026751.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,CA_AMI-4
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,72117.0,PULASKI,5012023000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AR_PN-6
05127F,FORT DEFIANCE INDIAN HOSPITAL,LOMA LINDA,CA,92357.0,SAN BERNARDINO,9098257084.0,Acute Care - VA Medical Center,Government Federal,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,CA_AMI-2
181303,NICHOLAS COUNTY HOSPITAL,CARLISLE,KY,40311.0,NICHOLAS,8592897181.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,KY_PN-7
100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239.0,SARASOTA,9419179000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),FL_SCIP-INF-6
60049,YAMPA VALLEY MEDICAL CENTER,STEAMBOAT SPRINGS,CO,80487.0,ROUTT,9708791322.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,CO_SCIP-VTE-2
10036,ANDALUSIA REGIONAL HOSPITAL,ANDALUSIA,AL,36420.0,COVINGTON,3342228466.0,Acute Care Hospitals,Proprietary,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,CA,95023.0,SAN BENITO,8316375711.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,CA_PN-7
30085,NORTHWEST MEDICAL CENTER,TUCSON,AZ,85741.0,PIMA,5207429000.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AZ_HF-2
260163,PARKLAND HEALTH CENTER,FARMINGTON,MO,63640.0,SAINT FRANCOIS,5734316005.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),MO_SCIP-INF-3
01014F,BIRMINGHAM VA MEDICAL CENTER,BIRMINGHAM,AL,35233.0,JEFFERSON,2059334515.0,Acute Care - VA Medical Center,Government Federal,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7
171321,MEADE DISTRICT HOSPITAL,MEADE,KS,67864.0,MEADE,6208735500.0,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),KS_SCIP-INF-3
171344,WILSON MEDICAL CENTER,NEODESHA,KS,66757.0,WILSON,6203258369.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,KS_SCIP-INF-4
140294,CROSSROADS COMMUNITY HOSPITAL,MOUNT VERNON,IL,62864.0,JEFFERSON,6182445500.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,IL_AMI-5
240078,FAIRVIEW SOUTHDALE HOSPITAL,EDINA,MN,55435.0,HENNEPIN,9529245000.0,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,MN_AMI-4
140089,MC DONOUGH DISTRICT HOSPITAL,MACOMB,IL,61455.0,MCDONOUGH,3098334101.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,IL_HF-4
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,AUGUSTA,GA,30912.0,RICHMOND,7067216569.0,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,GA_AMI-8A
241302,SANFORD WESTBROOK MEDICAL CENTER,WESTBROOK,MN,56183.0,COTTONWOOD,5072746121.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,MN_AMI-1
70006,STAMFORD HOSPITAL,STAMFORD,CT,6904.0,FAIRFIELD,2032761000.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,CT_HF-4
110046,WALTON REGIONAL MEDICAL CENTER,MONROE,GA,30655.0,WALTON,7702671792.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),GA_HF-3
170013,TWIN RIVERS REGIONAL MEDICAL CENTER,KENNETT,MO,63857.0,DUNKLIN,5738884522.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,MO_SCIP-CARD-2
190025,SAVOY MEDICAL CENTER,MAMOU,LA,70554.0,EVANGELINE,3374685261.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,LA_HF-2
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,SELMA,AL,36701.0,DALLAS,3344184100.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1
241318,ELY BLOOMENSON COMMUNITY HOSPITAL,ELY,MN,55731.0,SAINT LOUIS,2183653271.0,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,MN_AMI-8A
240022,SANFORD REGIONAL HOSPITAL WORTHINGTON,WORTHINGTON,MN,56187.0,NOBLES,5073722941.0,Acute Care Hospitals,Proprietary,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,MN_SCIP-VTE-2
