City,ZipCode,State,PhoneNumber,MeasureCode,MeasureName,Stateavg,ProviderNumber,HospitalName,Condition
LUVERNE,36049,AL,3343353374,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10008,CRENSHAW COMMUNITY HOSPITAL,Pneumonia
LUVERNE,36049,AL,3343353374,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10008,CRENSHAW COMMUNITY HOSPITAL,Pneumonia
LUVERNE,36049,AL,3343353374,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10008,CRENSHAW COMMUNITY HOSPITAL,Pneumonia
LUVERNE,36049,AL,3343353374,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
LUVERNE,36049,AL,3343353374,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
LUVERNE,36049,AL,3343353374,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
LUVERNE,36049,AL,3343353374,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
LUVERNE,36049,AL,3343353374,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
LUVERNE,36049,AL,3343353374,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
LUVERNE,36049,AL,3343353374,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
LUVERNE,36049,AL,3343353374,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10008,CRENSHAW COMMUNITY HOSPITAL,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10009,HARTSELLE MEDICAL CENTER,Heart Attack
HARTSELLE,35640,AL,2567736511,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10009,HARTSELLE MEDICAL CENTER,Heart Attack
HARTSELLE,35640,AL,2567736511,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10009,HARTSELLE MEDICAL CENTER,Heart Attack
HARTSELLE,35640,AL,2567736511,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10009,HARTSELLE MEDICAL CENTER,Heart Attack
HARTSELLE,35640,AL,2567736511,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10009,HARTSELLE MEDICAL CENTER,Heart Attack
HARTSELLE,35640,AL,2567736511,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10009,HARTSELLE MEDICAL CENTER,Heart Attack
HARTSELLE,35640,AL,2567736511,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10009,HARTSELLE MEDICAL CENTER,Heart Attack
HARTSELLE,35640,AL,2567736511,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10009,HARTSELLE MEDICAL CENTER,Heart Failure
HARTSELLE,35640,AL,2567736511,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10009,HARTSELLE MEDICAL CENTER,Heart Failure
HARTSELLE,35640,AL,2567736511,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10009,HARTSELLE MEDICAL CENTER,Heart Failure
HARTSELLE,35640,AL,2567736511,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10009,HARTSELLE MEDICAL CENTER,Heart Failure
HARTSELLE,35640,AL,2567736511,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10009,HARTSELLE MEDICAL CENTER,Pneumonia
HARTSELLE,35640,AL,2567736511,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10009,HARTSELLE MEDICAL CENTER,Pneumonia
HARTSELLE,35640,AL,2567736511,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10009,HARTSELLE MEDICAL CENTER,Pneumonia
HARTSELLE,35640,AL,2567736511,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10009,HARTSELLE MEDICAL CENTER,Pneumonia
HARTSELLE,35640,AL,2567736511,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10009,HARTSELLE MEDICAL CENTER,Pneumonia
HARTSELLE,35640,AL,2567736511,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10009,HARTSELLE MEDICAL CENTER,Pneumonia
HARTSELLE,35640,AL,2567736511,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
HARTSELLE,35640,AL,2567736511,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10009,HARTSELLE MEDICAL CENTER,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10010,MARSHALL MEDICAL CENTER NORTH,Heart Attack
GUNTERSVILLE,35976,AL,2565718000,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10010,MARSHALL MEDICAL CENTER NORTH,Heart Attack
GUNTERSVILLE,35976,AL,2565718000,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10010,MARSHALL MEDICAL CENTER NORTH,Heart Attack
GUNTERSVILLE,35976,AL,2565718000,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10010,MARSHALL MEDICAL CENTER NORTH,Heart Attack
GUNTERSVILLE,35976,AL,2565718000,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10010,MARSHALL MEDICAL CENTER NORTH,Heart Attack
GUNTERSVILLE,35976,AL,2565718000,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10010,MARSHALL MEDICAL CENTER NORTH,Heart Attack
GUNTERSVILLE,35976,AL,2565718000,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10010,MARSHALL MEDICAL CENTER NORTH,Heart Attack
GUNTERSVILLE,35976,AL,2565718000,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10010,MARSHALL MEDICAL CENTER NORTH,Heart Failure
GUNTERSVILLE,35976,AL,2565718000,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10010,MARSHALL MEDICAL CENTER NORTH,Heart Failure
GUNTERSVILLE,35976,AL,2565718000,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10010,MARSHALL MEDICAL CENTER NORTH,Heart Failure
GUNTERSVILLE,35976,AL,2565718000,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10010,MARSHALL MEDICAL CENTER NORTH,Heart Failure
GUNTERSVILLE,35976,AL,2565718000,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10010,MARSHALL MEDICAL CENTER NORTH,Pneumonia
GUNTERSVILLE,35976,AL,2565718000,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10010,MARSHALL MEDICAL CENTER NORTH,Pneumonia
GUNTERSVILLE,35976,AL,2565718000,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10010,MARSHALL MEDICAL CENTER NORTH,Pneumonia
GUNTERSVILLE,35976,AL,2565718000,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10010,MARSHALL MEDICAL CENTER NORTH,Pneumonia
GUNTERSVILLE,35976,AL,2565718000,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10010,MARSHALL MEDICAL CENTER NORTH,Pneumonia
GUNTERSVILLE,35976,AL,2565718000,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10010,MARSHALL MEDICAL CENTER NORTH,Pneumonia
GUNTERSVILLE,35976,AL,2565718000,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
GUNTERSVILLE,35976,AL,2565718000,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10010,MARSHALL MEDICAL CENTER NORTH,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10011,ST VINCENT'S EAST,Heart Attack
BIRMINGHAM,35235,AL,2058383122,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10011,ST VINCENT'S EAST,Heart Attack
BIRMINGHAM,35235,AL,2058383122,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10011,ST VINCENT'S EAST,Heart Attack
BIRMINGHAM,35235,AL,2058383122,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10011,ST VINCENT'S EAST,Heart Attack
BIRMINGHAM,35235,AL,2058383122,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10011,ST VINCENT'S EAST,Heart Attack
BIRMINGHAM,35235,AL,2058383122,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10011,ST VINCENT'S EAST,Heart Attack
BIRMINGHAM,35235,AL,2058383122,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10011,ST VINCENT'S EAST,Heart Attack
BIRMINGHAM,35235,AL,2058383122,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10011,ST VINCENT'S EAST,Heart Failure
BIRMINGHAM,35235,AL,2058383122,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10011,ST VINCENT'S EAST,Heart Failure
BIRMINGHAM,35235,AL,2058383122,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10011,ST VINCENT'S EAST,Heart Failure
BIRMINGHAM,35235,AL,2058383122,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10011,ST VINCENT'S EAST,Heart Failure
BIRMINGHAM,35235,AL,2058383122,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10011,ST VINCENT'S EAST,Pneumonia
BIRMINGHAM,35235,AL,2058383122,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10011,ST VINCENT'S EAST,Pneumonia
BIRMINGHAM,35235,AL,2058383122,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10011,ST VINCENT'S EAST,Pneumonia
BIRMINGHAM,35235,AL,2058383122,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10011,ST VINCENT'S EAST,Pneumonia
BIRMINGHAM,35235,AL,2058383122,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10011,ST VINCENT'S EAST,Pneumonia
BIRMINGHAM,35235,AL,2058383122,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10011,ST VINCENT'S EAST,Pneumonia
BIRMINGHAM,35235,AL,2058383122,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10011,ST VINCENT'S EAST,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,AL_SCIP-INF-1,10011,ST VINCENT'S EAST,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,AL_SCIP-INF-2,10011,ST VINCENT'S EAST,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),AL_SCIP-INF-3,10011,ST VINCENT'S EAST,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,AL_SCIP-INF-4,10011,ST VINCENT'S EAST,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),AL_SCIP-INF-6,10011,ST VINCENT'S EAST,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,AL_SCIP-VTE-1,10011,ST VINCENT'S EAST,Surgical Infection Prevention
BIRMINGHAM,35235,AL,2058383122,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,AL_SCIP-VTE-2,10011,ST VINCENT'S EAST,Surgical Infection Prevention
FORT PAYNE,35968,AL,2568453150,AMI-1,Heart Attack Patients Given Aspirin at Arrival,AL_AMI-1,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Attack
FORT PAYNE,35968,AL,2568453150,AMI-2,Heart Attack Patients Given Aspirin at Discharge,AL_AMI-2,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Attack
FORT PAYNE,35968,AL,2568453150,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_AMI-3,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Attack
FORT PAYNE,35968,AL,2568453150,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,AL_AMI-4,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Attack
FORT PAYNE,35968,AL,2568453150,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,AL_AMI-5,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Attack
FORT PAYNE,35968,AL,2568453150,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,AL_AMI-7A,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Attack
FORT PAYNE,35968,AL,2568453150,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,AL_AMI-8A,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Attack
FORT PAYNE,35968,AL,2568453150,HF-1,Heart Failure Patients Given Discharge Instructions,AL_HF-1,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Failure
FORT PAYNE,35968,AL,2568453150,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,AL_HF-2,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Failure
FORT PAYNE,35968,AL,2568453150,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),AL_HF-3,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Failure
FORT PAYNE,35968,AL,2568453150,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,AL_HF-4,10012,DEKALB REGIONAL MEDICAL CENTER,Heart Failure
FORT PAYNE,35968,AL,2568453150,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,AL_PN-2,10012,DEKALB REGIONAL MEDICAL CENTER,Pneumonia
FORT PAYNE,35968,AL,2568453150,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,AL_PN-3B,10012,DEKALB REGIONAL MEDICAL CENTER,Pneumonia
FORT PAYNE,35968,AL,2568453150,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,AL_PN-4,10012,DEKALB REGIONAL MEDICAL CENTER,Pneumonia
FORT PAYNE,35968,AL,2568453150,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,AL_PN-5C,10012,DEKALB REGIONAL MEDICAL CENTER,Pneumonia
FORT PAYNE,35968,AL,2568453150,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),AL_PN-6,10012,DEKALB REGIONAL MEDICAL CENTER,Pneumonia
FORT PAYNE,35968,AL,2568453150,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,AL_PN-7,10012,DEKALB REGIONAL MEDICAL CENTER,Pneumonia
FORT PAYNE,35968,AL,2568453150,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,AL_SCIP-CARD-2,10012,DEKALB REGIONAL MEDICAL CENTER,Surgical Infection Prevention
